,Trail Name,compound,RF_Sentiment,name,area_name,city_name,state_name,country_name,length,elevation_gain,difficulty_rating,route_type,avg_rating,num_reviews,features,activities,river,beach,strollers,forest,city-walk,partially-paved,kids,rails-trails,dogs,waterfall,dogs-leash,ada,paved,hot-springs,views,dogs-no,cave,historic-site,wildlife,wild-flowers,lake,mountain-biking,surfing,off-road-driving,camping,walking,fishing,whitewater-kayaking,road-biking,horseback-riding,rails-trails.1,skiing,backpacking,scenic-driving,paddle-sports,sea-kayaking,canoeing,trail-running,bike-touring,birding,rock-climbing,cross-country-skiing,snowshoeing,ice-climbing,snowboarding,hiking,fly-fishing,nature-trips,update_name,update_state,trail_url,Lat,Lng
169,Coal Creek Trail,0.65325,0,Fielding Coal Creek Trail,Glacier National Park,Essex,Montana,United States,48923.936,2562.7584,5,out and back,4,1,"['dogs-no', 'forest', 'river', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Fielding-Coal-Creek-Trail,Montana,https://www.alltrails.com/trail/us/Montana/Fielding-Coal-Creek-Trail,48.28443,-113.45227
170,Coastal Prairie Trail,0.5125,0,Everglades Coastal Prairie Trail,Everglades National Park,Homestead,Florida,United States,27358.78,4.8768,1,out and back,4,28,"['dogs-no', 'forest', 'lake', 'kids', 'strollers', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Everglades-Coastal-Prairie-Trail,Florida,https://www.alltrails.com/trail/us/Florida/Everglades-Coastal-Prairie-Trail,25.13673,-80.94849
171,Cohab Canyon Trail,0.65319,0,Cohab Canyon Trail,Capitol Reef National Park,Torrey,Utah,United States,4828.02,241.7064,3,out and back,4.5,86,"['dogs-no', 'kids', 'views', 'wildlife']","['hiking', 'nature-trips', 'walking']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Cohab-Canyon-Trail,Utah,https://www.alltrails.com/trail/us/Utah/Cohab-Canyon-Trail,38.28268,-111.24624
172,Cold Boiling Lake,0.23325,0,Cold Boiling Lake Trail,Lassen Volcanic National Park,Old Station,California,United States,2253.076,29.8704,3,out and back,3.5,65,"['dogs-no', 'forest', 'lake', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Cold-Boiling-Lake-Trail,California,https://www.alltrails.com/trail/us/California/Cold-Boiling-Lake-Trail,40.45994,-121.47426
173,Cold Brook Canyon Trail,0.8765,1,Cold Brook Canyon Trail,Wind Cave National Park,Custer,South Dakota,United States,4506.152,60.96,1,out and back,4,33,"['dogs-no', 'kids', 'wildlife']","['hiking', 'trail-running', 'walking']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Cold-Brook-Canyon-Trail,South-Dakota,https://www.alltrails.com/trail/us/South-Dakota/Cold-Brook-Canyon-Trail,43.53544,-103.49805
174,Comet Falls,0.80323,1,Mildred Point via Comet Falls,Mount Rainier National Park,Paradise Inn,Washington,United States,9816.974,809.8536,5,out and back,4.5,68,"['dogs-no', 'views', 'waterfall']","['hiking', 'nature-trips']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Mildred-Point-via-Comet-Falls,Washington,https://www.alltrails.com/trail/us/Washington/Mildred-Point-via-Comet-Falls,46.77864,-121.78353
175,Compass Harbor Trail,0.73876,0,Compass Harbor Trail,Acadia National Park,Bar Harbor,Maine,United States,1287.472,12.8016,1,out and back,4.5,55,"['beach', 'dogs-leash', 'forest', 'kids', 'views']","['hiking', 'nature-trips', 'trail-running', 'walking']",0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,Compass-Harbor-Trail,Maine,https://www.alltrails.com/trail/us/Maine/Compass-Harbor-Trail,44.37374,-68.19731
176,Confluence Overlook Trail,0.64254,0,Confluence Overlook Trail,Canyonlands National Park,Moab,Utah,United States,18507.41,409.956,3,loop,4.5,28,"['dogs-no', 'river', 'views', 'wild-flowers', 'wildlife']","['birding', 'camping', 'hiking', 'mountain-biking', 'nature-trips', 'trail-running', 'walking']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,Confluence-Overlook-Trail,Utah,https://www.alltrails.com/trail/us/Utah/Confluence-Overlook-Trail,38.17818,-109.81725
177,Congress Trail,0.75544,1,Congress Trail,Sequoia National Park,Three Rivers,California,United States,5149.888,151.7904,1,loop,4.5,316,"['ada', 'dogs-no', 'forest', 'kids', 'paved', 'strollers', 'views', 'wildlife']","['birding', 'hiking', 'nature-trips', 'snowshoeing', 'walking']",0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,Congress-Trail,California,https://www.alltrails.com/trail/us/California/Congress-Trail,36.58448,-118.74988
178,Continental Divide Trail,0.79982,1,Continental Divide Trail to Fifty Mountain Shelter,Glacier National Park,Lake Mc Donald,Montana,United States,51498.88,5354.7264,3,out and back,4.5,2,"['dogs-no', 'forest', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips', 'walking']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Continental-Divide-Trail-to-Fifty-Mountain-Shelter,Montana,https://www.alltrails.com/trail/us/Montana/Continental-Divide-Trail-to-Fifty-Mountain-Shelter,48.75496,-113.80047
179,Copeland Falls,0.6025,0,Copeland Falls to Calypso Cascades,Rocky Mountain National Park,Allenspark,Colorado,United States,5632.69,184.7088,1,out and back,4.5,267,"['dogs-no', 'forest', 'kids', 'river', 'views', 'waterfall', 'wild-flowers']","['birding', 'hiking', 'nature-trips', 'walking']",1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Copeland-Falls-to-Calypso-Cascades,Colorado,https://www.alltrails.com/trail/us/Colorado/Copeland-Falls-to-Calypso-Cascades,40.20774,-105.5665
180,Copper Creek Trail,0.783014286,1,Copper Creek Trail,Kings Canyon National Park,Hume,California,United States,36692.952,2346.96,5,out and back,4.5,13,"['dogs-no', 'forest', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Copper-Creek-Trail,California,https://www.alltrails.com/trail/us/California/Copper-Creek-Trail,36.79631,-118.58385
181,Cottonwood & Marble Canyon Loop,0.690066667,0,Cottonwood-Marble Canyon Loop,Death Valley National Park,Death Valley,California,United States,51177.012,1710.8424,7,loop,4.5,58,"['dogs-no', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'camping', 'hiking', 'nature-trips']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Cottonwood-Marble-Canyon-Loop,California,https://www.alltrails.com/trail/us/California/Cottonwood-Marble-Canyon-Loop,36.64232,-117.26994
182,Cottonwood Creek Park,0.707114286,0,Cottonwood Creek,Grand Teton National Park,Moose,Wyoming,United States,5310.822,28.956,1,loop,5,3,"['dogs-no', 'forest', 'lake', 'river', 'views', 'wild-flowers', 'wildlife']","['hiking', 'snowshoeing', 'cross-country-skiing']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,Cottonwood-Creek,Wyoming,https://www.alltrails.com/trail/us/Wyoming/Cottonwood-Creek,43.69723,-110.73017
183,Cottonwood Lake,0.82516,1,Mount Whitney via Cottonwood Lakes,Sequoia National Park,Lone Pine,California,United States,91893.314,4069.9944,5,out and back,5,5,"['lake', 'views']","['backpacking', 'camping', 'hiking', 'nature-trips', 'rock-climbing']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,Mount-Whitney-via-Cottonwood-Lakes,California,https://www.alltrails.com/trail/us/California/Mount-Whitney-via-Cottonwood-Lakes,36.45356,-118.17045
184,Court of the Patriarchs,0.46647,0,Court of the Patriarchs Viewpoint Trail,Zion National Park,Springdale,Utah,United States,160.934,5.7912,1,out and back,3.5,98,"['ada', 'dogs-no', 'kids', 'partially-paved', 'strollers', 'views', 'wild-flowers']","['birding', 'hiking', 'walking']",0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Court-of-the-Patriarchs-Viewpoint-Trail,Utah,https://www.alltrails.com/trail/us/Utah/Court-of-the-Patriarchs-Viewpoint-Trail,37.23714,-112.9606
185,Cove Hardwoods Nature Trail,0.8886,1,Cove Hardwoods Nature Trail,Great Smoky Mountains National Park,Gatlinburg,Tennessee,United States,1287.472,62.7888,3,loop,4,52,"['dogs-no', 'forest', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Cove-Hardwoods-Nature-Trail,Tennessee,https://www.alltrails.com/trail/us/Tennessee/Cove-Hardwoods-Nature-Trail,35.63642,-83.49171
186,Covington Trailhead Museum,0.766933333,1,Covington Trail,Joshua Tree National Park,Yucca Valley,California,United States,31382.13,555.9552,3,loop,3.5,2,"['dogs-no', 'views', 'wild-flowers']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking', 'horseback-riding']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,Covington-Trail,California,https://www.alltrails.com/trail/us/California/Covington-Trail,34.09423,-116.37039
187,Crater Lake Trail,0.85665,1,Cracker Lake Trail,Glacier National Park,Babb,Montana,United States,19312.08,502.92,3,out and back,4.5,260,"['dogs-no', 'forest', 'lake', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips', 'walking', 'horseback-riding']",1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Cracker-Lake-Trail,Montana,https://www.alltrails.com/trail/us/Montana/Cracker-Lake-Trail,48.79495,-113.65599
188,Crater Peak Trail,0.8136,1,Crater Peak Trail,Crater Lake National Park,Crater Lake,Oregon,United States,11265.38,360.8832,3,out and back,4.5,30,"['dogs-no', 'forest', 'views', 'wildlife']","['hiking', 'nature-trips']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Crater-Peak-Trail,Oregon,https://www.alltrails.com/trail/us/Oregon/Crater-Peak-Trail,42.88233,-122.09773
189,Crater Rim Drive,0.64901,0,Crater Rim Drive,Hawaii Volcanoes National Park,Volcano,Hawaii,Hawaii,3540.548,67.9704,1,out and back,4,31,"['dogs-no', 'kids', 'views']","['hiking', 'nature-trips', 'walking']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Crater-Rim-Drive,Hawaii,https://www.alltrails.com/trail/us/Hawaii/Crater-Rim-Drive,19.40536,-155.25306
190,Rim Drive,0.65163,0,Crater Rim Drive,Hawaii Volcanoes National Park,Volcano,Hawaii,Hawaii,3540.548,67.9704,1,out and back,4,31,"['dogs-no', 'kids', 'views']","['hiking', 'nature-trips', 'walking']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Crater-Rim-Drive,Hawaii,https://www.alltrails.com/trail/us/Hawaii/Crater-Rim-Drive,19.40536,-155.25306
191,Crescent Meadow Loop,0.78715,1,Crescent Meadow Loop Trail,Sequoia National Park,Three Rivers,California,United States,2735.878,47.8536,1,loop,4.5,23,"['dogs-no', 'forest', 'kids', 'views', 'wild-flowers']","['birding', 'hiking', 'nature-trips', 'walking']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Crescent-Meadow-Loop-Trail,California,https://www.alltrails.com/trail/us/California/Crescent-Meadow-Loop-Trail,36.55502,-118.74974
192,Crevasse Moraine Trail System,0.75588,1,Moraine Trail,Mount Rainier National Park,Paradise Inn,Washington,United States,4023.35,191.7192,3,out and back,4.5,19,"['dogs-no', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'trail-running', 'walking']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,Moraine-Trail,Washington,https://www.alltrails.com/trail/us/Washington/Moraine-Trail,46.78475,-121.74164
193,Crib Gap Trail,0.8858,1,Crib Gap Trail,Great Smoky Mountains National Park,Townsend,Tennessee,United States,6276.426,225.8568,3,out and back,3.5,12,"['ada', 'dogs-no', 'strollers', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking', 'horseback-riding']",0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Crib-Gap-Trail,Tennessee,https://www.alltrails.com/trail/us/Tennessee/Crib-Gap-Trail,35.60484,-83.77035
194,Crystal Cave,0.63549,0,Crystal Cave Trail,Sequoia National Park,Three Rivers,California,United States,1287.472,88.6968,3,out and back,4.5,87,"['cave', 'dogs-no', 'forest', 'kids', 'partially-paved', 'river', 'waterfall']","['hiking', 'walking']",1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Crystal-Cave-Trail,California,https://www.alltrails.com/trail/us/California/Crystal-Cave-Trail,36.58576,-118.82695
195,Crystal Forest Trail,0.4102,0,Crystal Forest Trail,Petrified Forest National Park,Petrified Forest National Park,Arizona,United States,1448.406,10.9728,1,loop,4.5,95,"['dogs-leash', 'kids', 'paved', 'views']","['hiking', 'nature-trips', 'walking']",0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Crystal-Forest-Trail,Arizona,https://www.alltrails.com/trail/us/Arizona/Crystal-Forest-Trail,34.86326,-109.79239
196,Crystal Lake,0.68177,0,Crystal Lake via Sawtooth Pass Trail,Sequoia National Park,Three Rivers,California,United States,14162.192,1042.7208,5,out and back,5,21,"['dogs-no', 'lake', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Crystal-Lake-via-Sawtooth-Pass-Trail,California,https://www.alltrails.com/trail/us/California/Crystal-Lake-via-Sawtooth-Pass-Trail,36.45327,-118.59676
197,Crystal Lake trail,0.74867,0,Crystal Lake Trail,Lassen Volcanic National Park,Chester,California,United States,1609.34,114.9096,3,out and back,5,2,"['dogs-no', 'forest', 'lake', 'views', 'wild-flowers', 'wildlife']","['camping', 'hiking', 'walking']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Crystal-Lake-Trail,California,https://www.alltrails.com/trail/us/California/Crystal-Lake-Trail,40.45434,-121.29614
198,Cub Lake Trail,0.5482,0,Cub Lake Trail Loop,Rocky Mountain National Park,Estes Park,Colorado,United States,9656.04,226.7712,3,loop,4.5,496,"['dogs-no', 'forest', 'lake', 'kids', 'river', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'snowshoeing', 'trail-running', 'walking', 'horseback-riding']",1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,Cub-Lake-Trail-Loop,Colorado,https://www.alltrails.com/trail/us/Colorado/Cub-Lake-Trail-Loop,40.35552,-105.61602
199,Cunningham Cabin,0.3879,0,Cunningham Cabin,Grand Teton National Park,Moose,Wyoming,United States,321.868,1.8288,1,loop,4.5,8,"['dogs-no', 'kids']","['hiking', 'walking']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Cunningham-Cabin,Wyoming,https://www.alltrails.com/trail/us/Wyoming/Cunningham-Cabin,43.77771,-110.55751
200,Curry Mountain Trail,0.9785,1,Curry Mountain Trail,Great Smoky Mountains National Park,Gatlinburg,Tennessee,United States,10299.776,391.9728,3,out and back,4,39,"['dogs-no', 'forest', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,Curry-Mountain-Trail,Tennessee,https://www.alltrails.com/trail/us/Tennessee/Curry-Mountain-Trail,35.67542,-83.64643
201,Dagger Flat Auto Trail,0.56633,0,Dagger Flat Auto OHV Trail,Big Bend National Park,Big Bend National Park,Texas,United States,23657.298,246.888,1,out and back,3.5,7,"['dogs-no', 'kids', 'views', 'wild-flowers']","['birding', 'mountain-biking', 'off-road-driving', 'scenic-driving', 'walking']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Dagger-Flat-Auto-OHV-Trail,Texas,https://www.alltrails.com/trail/us/Texas/Dagger-Flat-Auto-OHV-Trail,29.48388,-103.13199
202,Daly Creek Trail,0.8397,1,Daly Creek Trail,Yellowstone National Park,Big Sky,Montana,United States,17541.806,541.9344,3,out and back,4.5,9,"['dogs-no', 'forest', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,Daly-Creek-Trail,Montana,https://www.alltrails.com/trail/us/Montana/Daly-Creek-Trail,45.04854,-111.1395
203,Dante's View,0.75166,1,Dante's View Trail,Death Valley National Park,Death Valley,California,United States,2574.944,109.728,1,out and back,4.5,102,"['dogs-no', 'kids', 'views', 'wildlife']","['birding', 'hiking', 'walking']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Dante's-View-Trail,California,https://www.alltrails.com/trail/us/California/Dante's-View-Trail,36.22072,-116.72648
204,Dark Angel,0.45535,0,Dark Angel,Arches National Park,Moab,Utah,United States,7563.898,219.7608,3,out and back,4.5,42,"['dogs-no', 'views']",['hiking'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Dark-Angel,Utah,https://www.alltrails.com/trail/us/Utah/Dark-Angel,38.78294,-109.59516
205,Dark Hollow Falls,0.31958,0,Dark Hollow Falls Trail,Shenandoah National Park,Syria,Virginia,United States,2253.076,171.9072,3,out and back,4.5,633,"['beach', 'dogs-no', 'forest', 'kids', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Dark-Hollow-Falls-Trail,Virginia,https://www.alltrails.com/trail/us/Virginia/Dark-Hollow-Falls-Trail,38.51971,-78.43083
206,Darwin Falls,0.56145,0,Darwin Falls Trail via Old Toll Road,Death Valley National Park,Darwin,California,United States,3057.746,68.8848,1,out and back,4,83,"['dogs-no', 'kids', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running']",0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,Darwin-Falls-Trail-via-Old-Toll-Road,California,https://www.alltrails.com/trail/us/California/Darwin-Falls-Trail-via-Old-Toll-Road,36.32748,-117.51472
207,Dawson Pass and Pitamakan Pass Loop,0.92082,1,Dawson Pass and Pitamakan Pass Loop,Glacier National Park,East Glacier Park Village,Montana,United States,27680.648,1109.7768,7,loop,5,120,"['dogs-no', 'forest', 'lake', 'river', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'camping', 'hiking']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Dawson-Pass-and-Pitamakan-Pass-Loop,Montana,https://www.alltrails.com/trail/us/Montana/Dawson-Pass-and-Pitamakan-Pass-Loop,48.4921,-113.36553
208,Death Canyon,0.79397,1,Death Canyon Loop,Grand Teton National Park,Moose,Wyoming,United States,41038.17,1834.896,5,loop,5,18,"['dogs-no', 'forest', 'lake', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips', 'snowshoeing', 'trail-running']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,Death-Canyon-Loop,Wyoming,https://www.alltrails.com/trail/us/Wyoming/Death-Canyon-Loop,43.65579,-110.7811
209,Deep Creek,0.78851,1,Deep Creek Loop Trail,Great Smoky Mountains National Park,Bryson City,North Carolina,United States,7885.766,272.796,1,loop,4.5,263,"['dogs-no', 'forest', 'kids', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips', 'horseback-riding']",1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Deep-Creek-Loop-Trail,North-Carolina,https://www.alltrails.com/trail/us/North-Carolina/Deep-Creek-Loop-Trail,35.46438,-83.43412
210,Deer Creek Trail,0.91382,1,Deep Creek Trail,Great Smoky Mountains National Park,Cherokee,North Carolina,United States,22691.694,280.7208,3,point to point,4.5,15,"['dogs-no', 'forest', 'river', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips', 'trail-running', 'walking', 'horseback-riding']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,Deep-Creek-Trail,North-Carolina,https://www.alltrails.com/trail/us/North-Carolina/Deep-Creek-Trail,35.59945,-83.42296
211,GSMNP - Deep Creek Trail,0.79297,1,Deep Creek Trail,Great Smoky Mountains National Park,Cherokee,North Carolina,United States,22691.694,280.7208,3,point to point,4.5,15,"['dogs-no', 'forest', 'river', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips', 'trail-running', 'walking', 'horseback-riding']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,Deep-Creek-Trail,North-Carolina,https://www.alltrails.com/trail/us/North-Carolina/Deep-Creek-Trail,35.59945,-83.42296
212,Deer Mountain,0.90994,1,Deer Mountain Trail,Rocky Mountain National Park,Estes Park,Colorado,United States,9012.304,426.72,3,out and back,4.5,927,"['dogs-no', 'forest', 'views', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking', 'horseback-riding']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Deer-Mountain-Trail,Colorado,https://www.alltrails.com/trail/us/Colorado/Deer-Mountain-Trail,40.3868,-105.60978
213,Deer Mountain Trail,0.69863,0,Deer Mountain Trail,Rocky Mountain National Park,Estes Park,Colorado,United States,9012.304,426.72,3,out and back,4.5,927,"['dogs-no', 'forest', 'views', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking', 'horseback-riding']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Deer-Mountain-Trail,Colorado,https://www.alltrails.com/trail/us/Colorado/Deer-Mountain-Trail,40.3868,-105.60978
